"left sensor","right sensor","left ultrasound sensor","right ultrasound sensor","left motor","right motor"
"0.02","0.02","0.04500000000000004","0.0","70","-20"
"0.02","0.02","0.04500000000000004","0.0","70","-20"
"0.02","0.02","0.015000000000000013","0.0","70","39"
"0.02","0.02","0.0","0.0","70","70"
"0.02","0.02","0.0","0.0","70","70"
"0.02","0.02","0.0","0.0","70","70"
"0.01","0.02","0.0","0.0","70","60"
"0.02","0.02","0.0","0.0","70","70"
"0.02","0.02","0.07999999999999996","0.0","70","-89"
"0.02","0.02","0.255","0.0","70","-440"
"0.02","0.02","0.275","0.0","70","-480"
"0.02","0.02","0.275","0.495","-500","-480"
"0.02","0.03","0.0","0.495","-500","70"
"0.02","0.02","0.0","0.495","-500","70"
"0.02","0.02","0.0","0.495","-500","70"
"0.02","0.02","0.0","0.0","70","70"
"0.02","0.03","0.0","0.0","80","70"
"0.02","0.03","0.0","0.0","80","70"
"0.02","0.03","0.0","0.0","80","70"
"0.02","0.04","0.0","0.0","90","70"
"0.03","0.04","0.0","0.0","90","80"
"0.03","0.05","0.0","0.0","100","80"
"0.03","0.05","0.0","0.0","100","80"
"0.03","0.05","0.0","0.0","100","80"
"0.03","0.05","0.5449999999999999","0.5449999999999999","-500","-500"
"0.02","0.04","0.53","0.5449999999999999","-500","-500"
"0.02","0.04","0.0","0.0","90","70"
"0.01","0.04","0.0","0.0","90","60"
"0.01","0.04","0.0","0.0","90","60"
"0.01","0.03","0.0","0.0","80","60"
"0.01","0.04","0.0","0.0","90","60"
"0.01","0.04","0.0","0.0","90","60"
"0.01","0.04","0.0","0.0","90","60"
"0.02","0.04","0.0","0.0","90","70"
"0.02","0.04","0.0","0.0","90","70"
"0.03","0.04","0.485","0.0","90","-500"
"0.03","0.04","0.4","0.0","90","-500"
"0.04","0.06","0.45499999999999996","0.43500000000000005","-500","-500"
"0.03","0.07","0.0","0.35","-500","80"
"0.03","0.07","0.0","0.275","-430","80"
"0.03","0.06","0.0","0.0","110","80"
"0.03","0.06","0.0","0.0","110","80"
"0.03","0.05","0.0","0.0","100","80"
"0.03","0.05","0.050000000000000044","0.0","100","-20"
"0.03","0.05","0.050000000000000044","0.0","100","-20"
"0.03","0.05","0.050000000000000044","0.0","100","-20"
"0.03","0.05","0.050000000000000044","0.0","100","-20"
"0.03","0.05","0.0","0.0","100","80"
"0.04","0.05","0.0","0.0","100","90"
"0.04","0.04","0.0","0.0","90","90"
"0.03","0.04","0.0","0.28500000000000003","-480","80"
"0.04","0.04","0.0","0.32499999999999996","-500","90"
"0.04","0.04","0.39","0.41000000000000003","-500","-500"
"0.03","0.04","0.39","0.41000000000000003","-500","-500"
"0.03","0.04","0.41000000000000003","0.4","-500","-500"
"0.03","0.04","0.41000000000000003","0.37","-500","-500"
"0.04","0.04","0.41000000000000003","0.39","-500","-500"
"0.03","0.04","0.41000000000000003","0.39","-500","-500"
"0.03","0.04","0.43500000000000005","0.4","-500","-500"
"0.03","0.04","0.4","0.43500000000000005","-500","-500"
